street;housenumber;postcode;suburb;city;lon;lat;full
Alt-Stralau; 44; 10245; Friedrichshain; Berlin; 13.4728286; 52.4937123
Alt-Stralau; 21; 10245; Friedrichshain; Berlin; 13.4724905; 52.4933697
Alt-Stralau; 21A; 10245; Friedrichshain; Berlin; 13.4727329; 52.4933039
Alt-Stralau; 42-43; 10245; Friedrichshain; Berlin; 13.4734574; 52.4935521
Lehmbruckstraße; 1; 10245; Friedrichshain; Berlin; 13.4538112; 52.5038936
Bahrfeldtstraße; 39A; 10245; Friedrichshain; Berlin; 13.4700008; 52.4957275
Bahrfeldtstraße; 39B; 10245; Friedrichshain; Berlin; 13.4700467; 52.4957817
Bahrfeldtstraße; 39C; 10245; Friedrichshain; Berlin; 13.4700927; 52.4958359
Bahrfeldtstraße; 39D; 10245; Friedrichshain; Berlin; 13.4701386; 52.4958902
Bahrfeldtstraße; 39E; 10245; Friedrichshain; Berlin; 13.4701845; 52.4959444
Bahrfeldtstraße; 39N; 10245; Friedrichshain; Berlin; 13.4704998; 52.4962676
Bahrfeldtstraße; 39M; 10245; Friedrichshain; Berlin; 13.4704633; 52.4962242
Bahrfeldtstraße; 39L; 10245; Friedrichshain; Berlin; 13.4704268; 52.4961809
Bahrfeldtstraße; 39K; 10245; Friedrichshain; Berlin; 13.4703902; 52.4961376
Bahrfeldtstraße; 39G; 10245; Friedrichshain; Berlin; 13.4703172; 52.4960510
Bahrfeldtstraße; 39H; 10245; Friedrichshain; Berlin; 13.4703537; 52.4960943
Alt-Stralau; 32A; 10245; Friedrichshain; Berlin; 13.4770316; 52.4924616
Gabriel-Max-Straße; 1; 10245; Friedrichshain; Berlin; 13.4579508; 52.5093794
Modersohnstraße; 75; 10245; Friedrichshain; Berlin; 13.4561701; 52.5008091
Modersohnstraße; 73; 10245; Friedrichshain; Berlin; 13.4565833; 52.5008474
Modersohnstraße; 71; 10245; Friedrichshain; Berlin; 13.4566551; 52.5009680
Modersohnstraße; 69; 10245; Friedrichshain; Berlin; 13.4567180; 52.5010777
Modersohnstraße; 67; 10245; Friedrichshain; Berlin; 13.4568078; 52.5012038
Rochowstraße; 19; 10245; Friedrichshain; Berlin; 13.4572480; 52.5010996
Rochowstraße; 18; 10245; Friedrichshain; Berlin; 13.4574367; 52.5010558
Rochowstraße; 17; 10245; Friedrichshain; Berlin; 13.4576792; 52.5010010
Rochowstraße; 15; 10245; Friedrichshain; Berlin; 13.4580565; 52.5009187
Rochowstraße; 16; 10245; Friedrichshain; Berlin; 13.4578589; 52.5009570
Rochowstraße; 22; 10245; Friedrichshain; Berlin; 13.4574007; 52.5006611
Rochowstraße; 20; 10245; Friedrichshain; Berlin; 13.4577781; 52.5005514
Rochowstraße; 24; 10245; Friedrichshain; Berlin; 13.4570324; 52.5007597
Rochowstraße; 23; 10245; Friedrichshain; Berlin; 13.4571851; 52.5007104
Rochowstraße; 21; 10245; Friedrichshain; Berlin; 13.4575894; 52.5006007
Stralauer Allee; 29; 10245; Friedrichshain; Berlin; 13.4566281; 52.5004801
Stralauer Allee; 28; 10245; Friedrichshain; Berlin; 13.4568528; 52.5004089
Stralauer Allee; 27; 10245; Friedrichshain; Berlin; 13.4571133; 52.5003266
Stralauer Allee; 26; 10245; Friedrichshain; Berlin; 13.4573378; 52.5002608
Stralauer Allee; 25A; 10245; Friedrichshain; Berlin; 13.4575714; 52.5000854
Stralauer Allee; 25; 10245; Friedrichshain; Berlin; 13.4578409; 52.5000086
Stralauer Allee; 24; 10245; Friedrichshain; Berlin; 13.4580744; 52.4999319
Rochowstraße; 14; 10245; Friedrichshain; Berlin; 13.4583080; 52.5000909
Rochowstraße; 13A; 10245; Friedrichshain; Berlin; 13.4582991; 52.5003924
Rochowstraße; 13; 10245; Friedrichshain; Berlin; 13.4583709; 52.5005075
Rochowstraße; 12; 10245; Friedrichshain; Berlin; 13.4584427; 52.5006337
Rochowstraße; 11; 10245; Friedrichshain; Berlin; 13.4585147; 52.5007652
Rochowstraße; 10; 10245; Friedrichshain; Berlin; 13.4585865; 52.5008804
Rochowstraße; 9; 10245; Friedrichshain; Berlin; 13.4586404; 52.5009900
Corinthstraße; 4; 10245; Friedrichshain; Berlin; 13.4571312; 52.5019220
Corinthstraße; 2; 10245; Friedrichshain; Berlin; 13.4569246; 52.5019712
Corinthstraße; 4A; 10245; Friedrichshain; Berlin; 13.4573378; 52.5018781
Corinthstraße; 6; 10245; Friedrichshain; Berlin; 13.4574007; 52.5016478
Corinthstraße; 8; 10245; Friedrichshain; Berlin; 13.4576253; 52.5015930
Corinthstraße; 10; 10245; Friedrichshain; Berlin; 13.4578229; 52.5015437
Corinthstraße; 12; 10245; Friedrichshain; Berlin; 13.4580295; 52.5015053
Warschauer Straße; 34; 10243; Friedrichshain; Berlin; 13.4484220; 52.5051922
Sonntagstraße; 1; 10245; Friedrichshain; Berlin; 13.4679882; 52.5045497
Sonntagstraße; 7; 10245; Friedrichshain; Berlin; 13.4670411; 52.5053050
Sonntagstraße; 7; 10245; Friedrichshain; Berlin; 13.4669498; 52.5053919
Sonntagstraße; 7; 10245; Friedrichshain; Berlin; 13.4669576; 52.5054451
Neue Bahnhofstraße; 35; 10245; Friedrichshain; Berlin; 13.4687599; 52.5048080
Neue Bahnhofstraße; 34; 10245; Friedrichshain; Berlin; 13.4689023; 52.5049429
Neue Bahnhofstraße; 33; 10245; Friedrichshain; Berlin; 13.4689521; 52.5050035
Neue Bahnhofstraße; 31; 10245; Friedrichshain; Berlin; 13.4692664; 52.5053310
Sonntagstraße; 29; 10245; Friedrichshain; Berlin; 13.4657881; 52.5058225
Lenbachstraße; 13b; 10245; Friedrichshain; Berlin; 13.4670037; 52.5055290
Lenbachstraße; 20A; 10245; Friedrichshain; Berlin; 13.4682614; 52.5065266
Krossener Straße; 19; 10245; Friedrichshain; Berlin; 13.4585687; 52.5103540
Simon-Dach-Straße; 39; 10245; Friedrichshain; Berlin; 13.4570238; 52.5111506
Karl-Marx-Allee; 93; ; Friedrichshain; Berlin; 13.4410506; 52.5176798
Dolziger Straße; 32; 10247; Friedrichshain; Berlin; 13.4698408; 52.5186387
Dolziger Straße; 33; 10247; Friedrichshain; Berlin; 13.4700007; 52.5186139
Revaler Straße; 6; 10245; Friedrichshain; Berlin; 13.4513110; 52.5086128
Revaler Straße; 8; 10245; Friedrichshain; Berlin; 13.4525642; 52.5083725
Revaler Straße; 15; ; Friedrichshain; Berlin; 13.4555325; 52.5078469
Revaler Straße; 16; 10245; Friedrichshain; Berlin; 13.4563509; 52.5075522
Revaler Straße; 9; 10245; Friedrichshain; Berlin; 13.4530359; 52.5082864
Revaler Straße; 14; ; Friedrichshain; Berlin; 13.4550437; 52.5079263
Am Ostbahnhof; 9; 10243; Friedrichshain; Berlin; 13.4349529; 52.5095041
Marchlewskistraße; 40; 10243; Friedrichshain; Berlin; 13.4436847; 52.5133964
Rotherstraße; 29; 10245; Friedrichshain; Berlin; 13.4541044; 52.5028735
Koppenstraße; 20; 10243; Friedrichshain; Berlin; 13.4359641; 52.5146933
Koppenstraße; 23; 10243; Friedrichshain; Berlin; 13.4364299; 52.5150940
Alt-Stralau; 7; 10245; Friedrichshain; Berlin; 13.4678380; 52.4953488
Alt-Stralau; 8; 10245; Friedrichshain; Berlin; 13.4680366; 52.4952238
Alt-Stralau; 8C; 10245; Friedrichshain; Berlin; 13.4681855; 52.4951300
Alt-Stralau; 9; 10245; Friedrichshain; Berlin; 13.4684014; 52.4950134
Alt-Stralau; 9A; 10245; Friedrichshain; Berlin; 13.4685649; 52.4949022
Alt-Stralau; 9B; 10245; Friedrichshain; Berlin; 13.4687245; 52.4947829
Alt-Stralau; 7B; 10245; Friedrichshain; Berlin; 13.4679373; 52.4952863
Alt-Stralau; 7C; 10245; Friedrichshain; Berlin; 13.4679870; 52.4952550
Alt-Stralau; 8A; 10245; Friedrichshain; Berlin; 13.4680863; 52.4951925
Alt-Stralau; 8B; 10245; Friedrichshain; Berlin; 13.4681359; 52.4951613
Alt-Stralau; 7A; 10245; Friedrichshain; Berlin; 13.4678877; 52.4953175
Koppenstraße; 93; 10243; Friedrichshain; Berlin; 13.4324840; 52.5118626
Samariterstraße; 32; 10247; Friedrichshain; Berlin; 13.4650587; 52.5166946
Grünberger Straße; 73; 10245; Friedrichshain; Berlin; 13.4596416; 52.5114510
Samariterstraße; 33; 10247; Friedrichshain; Berlin; 13.4649554; 52.5165462
Rigaer Straße; 77; 10247; Friedrichshain; Berlin; 13.4645551; 52.5165702
Rigaer Straße; 78; 10247; Friedrichshain; Berlin; 13.4641862; 52.5166434
Samariterstraße; 36; 10247; Friedrichshain; Berlin; 13.4646362; 52.5157674
Scharnweberstraße; 38; 10247; Friedrichshain; Berlin; 13.4641154; 52.5128122
Jessnerstraße; 41; 10247; Friedrichshain; Berlin; 13.4713447; 52.5104475
Rigaer Straße; 71-73; 10247; Friedrichshain; Berlin; 13.4669019; 52.5165534
Rotherstraße; 1; 10245; Friedrichshain; Berlin; 13.4545017; 52.5030200
Seumestraße; 12; 10245; Friedrichshain; Berlin; 13.4622583; 52.5097543
Grünberger Straße; 79; 10245; Friedrichshain; Berlin; 13.4603143; 52.5112955
Krossener Straße; 24; 10245; Friedrichshain; Berlin; 13.4598455; 52.5101516
Frankfurter Allee; 2; 10247; Friedrichshain; Berlin; 13.4550809; 52.5154855
Frankfurter Allee; 14; 10247; Friedrichshain; Berlin; 13.4570934; 52.5151680
Frankfurter Allee; 18; 10247; Friedrichshain; Berlin; 13.4579776; 52.5151781
Frankfurter Allee; 16; 10247; Friedrichshain; Berlin; 13.4575336; 52.5151151
Frankfurter Allee; 26; 10247; Friedrichshain; Berlin; 13.4592468; 52.5150506
Frankfurter Allee; 24; 10247; Friedrichshain; Berlin; 13.4589428; 52.5151141
Frankfurter Allee; 22; 10247; Friedrichshain; Berlin; 13.4586184; 52.5151164
Frankfurter Allee; 20; 10247; Friedrichshain; Berlin; 13.4583205; 52.5151765
Strausberger Platz; 13; 10243; Friedrichshain; Berlin; 13.4289238; 52.5177152
Strausberger Platz; 8; 10243; Friedrichshain; Berlin; 13.4295589; 52.5190513
Am Ostbahnhof; 5; 10243; Friedrichshain; Berlin; 13.4339417; 52.5100020
Erich-Steinfurth-Straße; 9; 10243; Friedrichshain; Berlin; 13.4353713; 52.5095972
Liebigstraße; 34; 10247; Friedrichshain; Berlin; 13.4570508; 52.5180149
Samariterstraße; 18; 10247; Friedrichshain; Berlin; 13.4668339; 52.5193880
Samariterstraße; 17b; 10247; Friedrichshain; Berlin; 13.4665571; 52.5188633
Samariterstraße; 17a; 10247; Friedrichshain; Berlin; 13.4665017; 52.5187500
Samariterstraße; 16; 10247; Friedrichshain; Berlin; 13.4664528; 52.5186390
Samariterstraße; 15b; 10247; Friedrichshain; Berlin; 13.4664008; 52.5185240
Samariterstraße; 15a; 10247; Friedrichshain; Berlin; 13.4663421; 52.5184260
Barnimstraße; 18; 10249; Friedrichshain; Berlin; 13.4229260; 52.5259952
Dolziger Straße; 24; 10247; Friedrichshain; Berlin; 13.4689703; 52.5185157
Palisadenstraße; 73-74; 10243; Friedrichshain; Berlin; 13.4355635; 52.5197177
Palisadenstraße; 76/78; 10243; Friedrichshain; Berlin; 13.4347193; 52.5200093
Friedenstraße; 40-45; 10249; Friedrichshain; Berlin; 13.4361750; 52.5209759
Landsberger Allee; 26-32; 10249; Friedrichshain; Berlin; 13.4370274; 52.5232898
Grünberger Straße; 66; 10245; Friedrichshain; Berlin; 13.4579975; 52.5114751
Karl-Marx-Allee; 115; 10243; Friedrichshain; Berlin; 13.4469255; 52.5170849
Karl-Marx-Allee; ; 10243; Friedrichshain; Berlin; 13.4466536; 52.5171097
Karl-Marx-Allee; ; 10243; Friedrichshain; Berlin; 13.4483943; 52.5169088
Karl-Marx-Allee; ; 10243; Friedrichshain; Berlin; 13.4488232; 52.5168612
Karl-Marx-Allee; 90a; 10243; Friedrichshain; Berlin; 13.4412553; 52.5163847
Karl-Marx-Allee; ; 10243; Friedrichshain; Berlin; 13.4408583; 52.5164101
Karl-Marx-Allee; 90a; 10243; Friedrichshain; Berlin; 13.4407087; 52.5164119
Marchlewskistraße; 6; 10243; Friedrichshain; Berlin; 13.4423143; 52.5162910
Am Speicher; 3; 10245; Friedrichshain; Berlin; 13.4743889; 52.4960913
Am Speicher; 7; 10245; Friedrichshain; Berlin; 13.4745737; 52.4962987
Am Speicher; 2; 10245; Friedrichshain; Berlin; 13.4746400; 52.4958686
Am Speicher; 4; 10245; Friedrichshain; Berlin; 13.4749414; 52.4958390
Am Speicher; 1; 10245; Friedrichshain; Berlin; 13.4742794; 52.4959651
Am Speicher; 6; 10245; Friedrichshain; Berlin; 13.4751884; 52.4958625
Am Speicher; 9; 10245; Friedrichshain; Berlin; 13.4746691; 52.4964245
Am Speicher; 8; 10245; Friedrichshain; Berlin; 13.4753682; 52.4959565
Am Speicher; 5; 10245; Friedrichshain; Berlin; 13.4744704; 52.4961865
Am Speicher; 10; 10245; Friedrichshain; Berlin; 13.4754905; 52.4960519
Alt-Stralau; 70; 10245; Friedrichshain; Berlin; 13.4651896; 52.4973716
Markgrafendamm; 20; 10245; Friedrichshain; Berlin; 13.4667129; 52.5010035
Markgrafendamm; 20 A; 10245; Friedrichshain; Berlin; 13.4667724; 52.5012275
Alt-Stralau; 69; 10245; Friedrichshain; Berlin; 13.4654761; 52.4972951
Alt-Stralau; 68; 10245; Friedrichshain; Berlin; 13.4658621; 52.4974597
Oderstraße; 8; 10247; Friedrichshain; Berlin; 13.4686311; 52.5111348
Weichselstraße; 26a; 10247; Friedrichshain; Berlin; 13.4688001; 52.5108120
Jessnerstraße; 16; 10247; Friedrichshain; Berlin; 13.4727386; 52.5122617
Helsingforser Straße; 11; 10243; Friedrichshain; Berlin; 13.4458186; 52.5102342
Andreasstraße; 10; 10243; Friedrichshain; Berlin; 13.4310891; 52.5123845
Karl-Marx-Allee; 86; 10243; Friedrichshain; Berlin; 13.4396293; 52.5169366
Karl-Marx-Allee; ; 10243; Friedrichshain; Berlin; 13.4456703; 52.5163730
Karl-Marx-Allee; 112-114; 10243; Friedrichshain; Berlin; 13.4466322; 52.5162087
Boxhagener Straße; 34; 10245; Friedrichshain; Berlin; 13.4603021; 52.5121916
Simon-Dach-Straße; 35; 10245; Friedrichshain; Berlin; 13.4564546; 52.5099802
Wühlischstraße; 30; 10245; Friedrichshain; Berlin; 13.4576678; 52.5096503
Schreinerstraße; 51; 10247; Friedrichshain; Berlin; 13.4661322; 52.5173776
Finowstraße; 36; 10247; Friedrichshain; Berlin; 13.4695756; 52.5133386
Andreasstraße; 71-73; 10243; Friedrichshain; Berlin; 13.4306962; 52.5120925
Boxhagener Straße; 99; 10245; Friedrichshain; Berlin; 13.4610525; 52.5123087
Liebigstraße; 36; 10247; Friedrichshain; Berlin; 13.4566631; 52.5175411
Liebigstraße; 35; 10247; Friedrichshain; Berlin; 13.4567812; 52.5176578
Revaler Straße; 99; 10245; Friedrichshain; Berlin; 13.4545370; 52.5076615
Liebigstraße; 26; 10247; Friedrichshain; Berlin; 13.4580822; 52.5196984
Liebigstraße; 22; 10247; Friedrichshain; Berlin; 13.4584083; 52.5202468
Schreinerstraße; 13; 10247; Friedrichshain; Berlin; 13.4658730; 52.5171145
Schreinerstraße; 22; 10247; Friedrichshain; Berlin; 13.4681794; 52.5167027
Jungstraße; 18; 10247; Friedrichshain; Berlin; 13.4660014; 52.5112566
Weichselstraße; 34a; 10247; Friedrichshain; Berlin; 13.4707559; 52.5134685
Weichselstraße; 30; 10247; Friedrichshain; Berlin; 13.4703870; 52.5125889
Weichselstraße; 3; 10247; Friedrichshain; Berlin; 13.4703530; 52.5137169
Weichselstraße; 7; 10247; Friedrichshain; Berlin; 13.4699925; 52.5126722
Richard-Sorge-Straße; 14-15; 10249; Friedrichshain; Berlin; 13.4486612; 52.5189635
Eckertstraße; 16; 10249; Friedrichshain; Berlin; 13.4504212; 52.5190582
Richard-Sorge-Straße; 50; 10249; Friedrichshain; Berlin; 13.4441656; 52.5243555
Landsberger Allee; 54; 10249; Friedrichshain; Berlin; 13.4432879; 52.5248985
Landsberger Allee; 52; 10249; Friedrichshain; Berlin; 13.4427652; 52.5246916
Libauer Straße; 10; 10245; Friedrichshain; Berlin; 13.4528374; 52.5086178
Karl-Marx-Allee; 63; ; Friedrichshain; Berlin; 13.4322518; 52.5184638
Rigaer Straße; 25; 10247; Friedrichshain; Berlin; 13.4618536; 52.5169052
Schreinerstraße; 9; 10247; Friedrichshain; Berlin; 13.4640797; 52.5175061
Travestraße; 4; 10247; Friedrichshain; Berlin; 13.4697658; 52.5115322
Scharnweberstraße; 51; 10247; Friedrichshain; Berlin; 13.4691835; 52.5122989
Rigaer Straße; 83; 10247; Friedrichshain; Berlin; 13.4619000; 52.5170240
Proskauer Straße; 8; 10247; Friedrichshain; Berlin; 13.4611648; 52.5165997
Scharnweberstraße; 46; 10247; Friedrichshain; Berlin; 13.4663925; 52.5125859
Frankfurter Allee; 57-59; 10247; Friedrichshain; Berlin; 13.4660466; 52.5147521
Boxhagener Straße; 18; 10245; Friedrichshain; Berlin; 13.4556843; 52.5133762
Singerstraße; 87; 10243; Friedrichshain; Berlin; 13.4302039; 52.5156023
Strausberger Straße; 38; 10243; Friedrichshain; Berlin; 13.4322061; 52.5208937
Andreasstraße; 50;52; 10243; Friedrichshain; Berlin; 13.4314563; 52.5161623
Andreasstraße; 50-52; 10243; Friedrichshain; Berlin; 13.4314031; 52.5160736
Helsingforser Straße; 13; 10243; Friedrichshain; Berlin; 13.4456194; 52.5100309
Helsingforser Straße; 11; 10243; Friedrichshain; Berlin; 13.4453755; 52.5102059
An der Ostbahn; 7; 10243; Friedrichshain; Berlin; 13.4470475; 52.5078005
An der Ostbahn; 6; 10243; Friedrichshain; Berlin; 13.4450856; 52.5081106
An der Ostbahn; 5; 10243; Friedrichshain; Berlin; 13.4426680; 52.5092205
Koppenstraße; 8 - 9; 10243; Friedrichshain; Berlin; 13.4343440; 52.5129071
Franz-Mehring-Platz; 4; 10243; Friedrichshain; Berlin; 13.4381339; 52.5138903
Franz-Mehring-Platz; 5; 10243; Friedrichshain; Berlin; 13.4383074; 52.5141065
Erich-Steinfurth-Straße; 8; 10243; Friedrichshain; Berlin; 13.4352996; 52.5111774
Erich-Steinfurth-Straße; 7; 10243; Friedrichshain; Berlin; 13.4354502; 52.5111080
Richard-Sorge-Straße; 57; 10249; Friedrichshain; Berlin; 13.4451517; 52.5221995
Richard-Sorge-Straße; 56D; 10249; Friedrichshain; Berlin; 13.4449635; 52.5224230
Richard-Sorge-Straße; 56; 10249; Friedrichshain; Berlin; 13.4448218; 52.5226116
Richard-Sorge-Straße; 55D; 10249; Friedrichshain; Berlin; 13.4446337; 52.5228513
Richard-Sorge-Straße; 55; 10249; Friedrichshain; Berlin; 13.4444920; 52.5230399
Richard-Sorge-Straße; 54D; 10249; Friedrichshain; Berlin; 13.4443813; 52.5232581
Richard-Sorge-Straße; 54; 10249; Friedrichshain; Berlin; 13.4442397; 52.5234466
Richard-Sorge-Straße; 53; 10249; Friedrichshain; Berlin; 13.4440626; 52.5237429
Richard-Sorge-Straße; 50; 10249; Friedrichshain; Berlin; 13.4445186; 52.5238318
Richard-Sorge-Straße; 52; 10249; Friedrichshain; Berlin; 13.4448285; 52.5233955
Jungstraße; 41; 10247; Friedrichshain; Berlin; 13.4676121; 52.5139327
Jessnerstraße; 18; 10247; Friedrichshain; Berlin; 13.4724736; 52.5119548
Weichselstraße; 29; 10247; Friedrichshain; Berlin; 13.4702092; 52.5122123
Jessnerstraße; 17; 10247; Friedrichshain; Berlin; 13.4729883; 52.5119344
Frankfurter Allee; 79; 10247; Friedrichshain; Berlin; 13.4694508; 52.5144324
Oderstraße; 9; 10247; Friedrichshain; Berlin; 13.4682749; 52.5112830
Finowstraße; 12; 10247; Friedrichshain; Berlin; 13.4673254; 52.5116225
Frankfurter Allee; 60; 10247; Friedrichshain; Berlin; 13.4659088; 52.5143193
Jessnerstraße; 20; 10247; Friedrichshain; Berlin; 13.4722670; 52.5117797
Weichselstraße; 14; 10247; Friedrichshain; Berlin; 13.4687394; 52.5112980
Weichselstraße; 35; 10247; Friedrichshain; Berlin; 13.4707514; 52.5134401
Lichtenberger Straße; 16; 10243; Friedrichshain; Berlin; 13.4303291; 52.5205301
Höchste Straße; 10; 10249; Friedrichshain; Berlin; 13.4281343; 52.5252878
Höchste Straße; 16; 10249; Friedrichshain; Berlin; 13.4273188; 52.5257905
Höchste Straße; 14; 10249; Friedrichshain; Berlin; 13.4276086; 52.5256142
Höchste Straße; 12; 10249; Friedrichshain; Berlin; 13.4278983; 52.5254314
Platz der Vereinten Nationen; 28; 10249; Friedrichshain; Berlin; 13.4289015; 52.5236770
Platz der Vereinten Nationen; 29; 10249; Friedrichshain; Berlin; 13.4290141; 52.5239546
Platz der Vereinten Nationen; 30; 10249; Friedrichshain; Berlin; 13.4291965; 52.5242302
Höchste Straße; 4; 10249; Friedrichshain; Berlin; 13.4289497; 52.5247787
Höchste Straße; 6; 10249; Friedrichshain; Berlin; 13.4286708; 52.5249549
Platz der Vereinten Nationen; 23; 10249; Friedrichshain; Berlin; 13.4268987; 52.5238350
Platz der Vereinten Nationen; 24; 10249; Friedrichshain; Berlin; 13.4274078; 52.5236850
Platz der Vereinten Nationen; 26; 10249; Friedrichshain; Berlin; 13.4281229; 52.5234779
Platz der Vereinten Nationen; 25; 10249; Friedrichshain; Berlin; 13.4277265; 52.5235318
Platz der Vereinten Nationen; 27; 10249; Friedrichshain; Berlin; 13.4285655; 52.5234966
Platz der Vereinten Nationen; 32; 10249; Friedrichshain; Berlin; 13.4296686; 52.5246282
Platz der Vereinten Nationen; 31; 10249; Friedrichshain; Berlin; 13.4292659; 52.5244820
Warschauer Straße; 25; 10243; Friedrichshain; Berlin; 13.4512973; 52.5104863
Kopernikusstraße; 19; 10245; Friedrichshain; Berlin; 13.4554444; 52.5101700
Pufendorfstraße; 11; 10249; Friedrichshain; Berlin; 13.4379551; 52.5210907
Diestelmeyerstraße; 6; 10249; Friedrichshain; Berlin; 13.4402036; 52.5218247
Warschauer Straße; 72; 10243; Friedrichshain; Berlin; 13.4528041; 52.5120645
Warschauer Straße; 73; 10243; Friedrichshain; Berlin; 13.4529006; 52.5122454
Holteistraße; 13; 10245; Friedrichshain; Berlin; 13.4660997; 52.5082223
Simon-Dach-Straße; 32; 10245; Friedrichshain; Berlin; 13.4561010; 52.5090610
Friedenstraße; 101; 10249; Friedrichshain; Berlin; 13.4317791; 52.5250867
Gürtelstraße; 39, 41; 10247; Friedrichshain; Berlin; 13.4753429; 52.5113024
Jessnerstraße; 6; 10247; Friedrichshain; Berlin; 13.4730127; 52.5131676
Lenbachstraße; 5a; 10245; Friedrichshain; Berlin; 13.4671470; 52.5063270
Oderstraße; 19; 10247; Friedrichshain; Berlin; 13.4678517; 52.5111301
Laskerstraße; 8; 10245; Friedrichshain; Berlin; 13.4659963; 52.5009847
Boxhagener Straße; 69; 10245; Friedrichshain; Berlin; 13.4699866; 52.5064585
Boxhagener Straße; 69; 10245; Friedrichshain; Berlin; 13.4699840; 52.5065146
Neue Bahnhofstraße; 1; 10245; Friedrichshain; Berlin; 13.4690677; 52.5046177
Neue Bahnhofstraße; 1; 10245; Friedrichshain; Berlin; 13.4691534; 52.5046040
Kopernikusstraße; 24; 10245; Friedrichshain; Berlin; 13.4541003; 52.5104455
Paula-Fürst-Straße; 12; 10317; Friedrichshain; Berlin; 13.4832231; 52.4947515
Weidenweg; 53; 10247; Friedrichshain; Berlin; 13.4540655; 52.5190195
Bersarinplatz; 3; 10249; Friedrichshain; Berlin; 13.4540205; 52.5193207
Niederbarnimstraße; 1; 10247; Friedrichshain; Berlin; 13.4596683; 52.5149581
Niederbarnimstraße; 14; 10247; Friedrichshain; Berlin; 13.4577094; 52.5130386
Niederbarnimstraße; 15; 10247; Friedrichshain; Berlin; 13.4582922; 52.5130168
Niederbarnimstraße; 27; 10247; Friedrichshain; Berlin; 13.4601675; 52.5149175
Simon-Dach-Straße; 1; 10245; Friedrichshain; Berlin; 13.4573836; 52.5126842
Simon-Dach-Straße; 5; 10245; Friedrichshain; Berlin; 13.4570399; 52.5120015
Simon-Dach-Straße; 25; 10245; Friedrichshain; Berlin; 13.4555310; 52.5079966
Simon-Dach-Straße; 33; 10245; Friedrichshain; Berlin; 13.4561588; 52.5092975
Simon-Dach-Straße; 39; 10245; Friedrichshain; Berlin; 13.4569756; 52.5110176
Simon-Dach-Straße; 41a; 10245; Friedrichshain; Berlin; 13.4571981; 52.5114903
Kreutzigerstraße; 16; 10247; Friedrichshain; Berlin; 13.4593395; 52.5127272
Kreutzigerstraße; 17; 10247; Friedrichshain; Berlin; 13.4598666; 52.5128680
Kreutzigerstraße; 19; 10247; Friedrichshain; Berlin; 13.4600646; 52.5131015
Kreutzigerstraße; 21; 10247; Friedrichshain; Berlin; 13.4603389; 52.5134099
Kreutzigerstraße; 28; 10247; Friedrichshain; Berlin; 13.4611820; 52.5144134
Gabriel-Max-Straße; 2; 10245; Friedrichshain; Berlin; 13.4581004; 52.5097060
Gabriel-Max-Straße; 5; 10245; Friedrichshain; Berlin; 13.4584000; 52.5103014
Gabriel-Max-Straße; 6a; 10245; Friedrichshain; Berlin; 13.4590435; 52.5115746
Gabriel-Max-Straße; 6; 10245; Friedrichshain; Berlin; 13.4590998; 52.5116982
Gabriel-Max-Straße; 15; 10245; Friedrichshain; Berlin; 13.4586510; 52.5113022
Gabriel-Max-Straße; 17; 10245; Friedrichshain; Berlin; 13.4584097; 52.5107789
Gabriel-Max-Straße; 18; 10245; Friedrichshain; Berlin; 13.4581454; 52.5103182
Strausberger Platz; 1; 10243; Friedrichshain; Berlin; 13.4271841; 52.5192328
Strausberger Platz; 5; 10243; Friedrichshain; Berlin; 13.4283609; 52.5193753
Karl-Marx-Allee; 71-75; 10243; Friedrichshain; Berlin; 13.4372442; 52.5179746
Karl-Marx-Allee; 91b; 10243; Friedrichshain; Berlin; 13.4405847; 52.5179945
Karl-Marx-Allee; 93; 10243; Friedrichshain; Berlin; 13.4419163; 52.5175259
Karl-Marx-Allee; 93b; 10243; Friedrichshain; Berlin; 13.4419250; 52.5178868
Karl-Marx-Allee; 91; 10243; Friedrichshain; Berlin; 13.4402780; 52.5176335
Karl-Marx-Allee; 91a; 10243; Friedrichshain; Berlin; 13.4405418; 52.5177899
Karl-Marx-Allee; 103; 10243; Friedrichshain; Berlin; 13.4435134; 52.5173769
Karl-Marx-Allee; 103a; 10243; Friedrichshain; Berlin; 13.4436527; 52.5174754
Karl-Marx-Allee; 103b; 10243; Friedrichshain; Berlin; 13.4436954; 52.5176321
Karl-Marx-Allee; 131a; 10243; Friedrichshain; Berlin; 13.4499267; 52.5168445
Karl-Marx-Allee; 102; 10243; Friedrichshain; Berlin; 13.4433936; 52.5165287
Karl-Marx-Allee; 104; 10243; Friedrichshain; Berlin; 13.4446196; 52.5164056
Karl-Marx-Allee; 100; 10243; Friedrichshain; Berlin; 13.4428348; 52.5167042
Karl-Marx-Allee; 92; 10243; Friedrichshain; Berlin; 13.4417031; 52.5165086
Karl-Marx-Allee; 90b; 10243; Friedrichshain; Berlin; 13.4413927; 52.5163022
Karl-Marx-Allee; 90c; 10243; Friedrichshain; Berlin; 13.4413841; 52.5162187
Karl-Marx-Allee; 54; 10243; Friedrichshain; Berlin; 13.4298122; 52.5179686
Karl-Marx-Allee; 68; 10243; Friedrichshain; Berlin; 13.4324300; 52.5177381
Stralauer Allee; 44; 10245; Friedrichshain; Berlin; 13.4487243; 52.5024711
Warschauer Platz; 6-8; 10245; Friedrichshain; Berlin; 13.4490176; 52.5037223
